iter	Passed	Remaining
2616	97248	274355
2617	97287	274322
2618	97323	274281
2619	97364	274254
2620	97399	274212
2621	97438	274179
2622	97472	274134
2623	97508	274095
2624	97546	274059
2625	97582	274018
2626	97617	273976
2627	97653	273935
2628	97689	273894
2629	97725	273853
2630	97761	273813
2631	97796	273769
2632	97837	273745
2633	97877	273715
2634	97916	273684
2635	97954	273649
2636	97995	273622
2637	98033	273587
2638	98066	273538
2639	98103	273500
2640	98140	273462
2641	98171	273408
2642	98213	273384
2643	98249	273344
2644	98288	273312
2645	98322	273267
2646	98359	273227
2647	98396	273191
2648	98431	273148
2649	98469	273114
2650	98505	273072
2651	98544	273039
2652	98577	272993
2653	98613	272951
2654	98644	272899
2655	98682	272864
2656	98731	272858
2657	98774	272836
2658	98811	272799
2659	98851	272769
2660	98885	272724
2661	98919	272678
2662	98958	272645
2663	98991	272597
2664	99032	272572
2665	99070	272537
2666	99106	272497
2667	99148	272471
2668	99180	272422
2669	99217	272384
2670	99256	272350
2671	99289	272302
2672	99326	272264
2673	99362	272224
2674	99397	272182
2675	99437	272152
2676	99477	272122
2677	99512	272080
2678	99551	272047
2679	99586	272005
2680	99621	271961
2681	99656	271917
2682	99691	271875
2683	99732	271849
2684	99768	271808
2685	99808	271779
2686	99846	271745
2687	99881	271700
2688	99917	271661
2689	99951	271614
2690	99986	271571
2691	100023	271533
2692	100060	271496
2693	100094	271451
2694	100132	271416
2695	100162	271361
2696	100200	271324
2697	100243	271303
2698	100279	271263
2699	100312	271216
2700	100347	271172
2701	100378	271119
2702	100418	271087
2703	100453	271047
2704	100491	271010
2705	100528	270974
2706	100566	270937
2707	100600	270893
2708	100635	270850
2709	100671	270810
2710	100713	270785
2711	100746	270737
2712	100783	270699
2713	100817	270654
2714	100858	270626
2715	100893	270586
2716	100928	270542
2717	100966	270508
2718	101001	270463
2719	101036	270421
2720	101076	270390
2721	101112	270350
2722	101149	270314
2723	101188	270280
2724	101225	270243
2725	101262	270206
2726	101297	270164
2727	101332	270119
2728	101366	270076
2729	101403	270037
2730	101439	269997
2731	101476	269959
2732	101509	269911
2733	101546	269874
2734	101582	269833
2735	101616	269789
2736	101654	269754
2737	101689	269710
2738	101726	269673
2739	101764	269639
2740	101806	269613
2741	101843	269577
2742	101896	269581
2743	101944	269572
2744	101978	269527
2745	102015	269491
2746	102051	269450
2747	102087	269411
2748	102127	269381
2749	102165	269345
2750	102199	269300
2751	102241	269275
2752	102274	269228
2753	102318	269209
2754	102354	269168
2755	102392	269134
2756	102431	269101
2757	102472	269075
2758	102510	269038
2759	102546	268998
2760	102585	268965
2761	102620	268924
2762	102653	268876
2763	102688	268834
2764	102724	268792
2765	102764	268763
2766	102800	268723
2767	102837	268684
2768	102874	268648
2769	102912	268612
2770	102947	268570
2771	102981	268524
2772	103013	268474
2773	103053	268445
2774	103088	268402
2775	103128	268371
2776	103170	268346
2777	103210	268316
2778	103247	268279
2779	103281	268234
2780	103316	268192
2781	103362	268176
2782	103395	268130
2783	103435	268099
2784	103471	268061
2785	103510	268026
2786	103570	268049
2787	103604	268005
2788	103640	267964
2789	103674	267918
2790	103710	267877
2791	103751	267850
2792	103788	267814
2793	103824	267773
2794	103859	267731
2795	103902	267707
2796	103944	267684
2797	103975	267631
2798	104018	267608
2799	104054	267569
2800	104091	267532
2801	104130	267498
2802	104161	267444
2803	104200	267414
2804	104241	267387
2805	104277	267346
2806	104316	267314
2807	104353	267275
2808	104390	267237
2809	104429	267205
2810	104465	267166
2811	104501	267126
2812	104540	267093
2813	104577	267054
2814	104619	267029
2815	104652	266983
2816	104688	266943
2817	104722	266897
2818	104758	266857
2819	104796	266821
2820	104840	266802
2821	104874	266756
2822	104913	266724
2823	104951	266689
2824	104995	266668
2825	105044	266662
2826	105088	266642
2827	105126	266607
2828	105169	266584
2829	105208	266552
2830	105244	266513
2831	105283	266480
2832	105320	266443
2833	105359	266409
2834	105395	266370
2835	105432	266331
2836	105469	266294
2837	105503	266250
2838	105543	266218
2839	105581	266185
2840	105616	266142
2841	105653	266104
2842	105688	266060
2843	105731	266038
2844	105769	266004
2845	105803	265958
2846	105843	265929
2847	105881	265893
2848	105918	265854
2849	105952	265810
2850	105987	265767
2851	106022	265726
2852	106059	265687
2853	106102	265664
2854	106141	265632
2855	106175	265588
2856	106212	265549
2857	106242	265495
2858	106280	265459
2859	106322	265435
2860	106355	265387
2861	106393	265352
2862	106434	265323
2863	106471	265286
2864	106510	265254
2865	106548	265219
2866	106590	265194
2867	106634	265172
2868	106669	265131
2869	106706	265091
2870	106741	265050
2871	106778	265012
2872	106813	264970
2873	106848	264926
2874	106884	264887
2875	106920	264847
2876	106954	264803
2877	106987	264755
2878	107022	264713
2879	107058	264672
2880	107092	264627
2881	107133	264599
2882	107175	264574
2883	107212	264537
2884	107246	264492
2885	107280	264446
2886	107318	264412
2887	107353	264368
2888	107391	264332
2889	107423	264284
2890	107462	264250
2891	107496	264207
2892	107533	264169
2893	107571	264133
2894	107601	264078
2895	107639	264044
2896	107674	264002
2897	107708	263956
2898	107744	263917
2899	107783	263883
2900	107821	263849
2901	107857	263807
2902	107894	263772
2903	107928	263725
2904	107959	263673
2905	108000	263645
2906	108042	263620
2907	108094	263618
2908	108139	263601
2909	108179	263572
2910	108220	263544
2911	108260	263512
2912	108293	263465
2913	108325	263417
2914	108364	263383
2915	108400	263344
2916	108436	263303
2917	108470	263258
2918	108507	263222
2919	108544	263184
2920	108579	263141
2921	108614	263098
2922	108652	263064
2923	108688	263023
2924	108722	262978
2925	108759	262941
2926	108798	262907
2927	108838	262878
2928	108882	262855
2929	108919	262818
2930	108959	262789
2931	108996	262750
2932	109030	262705
2933	109069	262674
2934	109105	262634
2935	109143	262599
2936	109177	262553
2937	109215	262519
2938	109253	262484
2939	109290	262446
2940	109328	262411
2941	109369	262381
2942	109412	262358
2943	109453	262331
2944	109492	262298
2945	109530	262264
2946	109567	262225
2947	109602	262184
2948	109639	262146
2949	109677	262109
2950	109712	262068
2951	109754	262043
2952	109792	262006
2953	109828	261968
2954	109868	261936
2955	109902	261892
2956	109935	261846
2957	109971	261804
2958	110011	261773
2959	110053	261748
2960	110093	261719
2961	110131	261683
2962	110170	261649
2963	110208	261613
2964	110246	261580
2965	110283	261542
2966	110320	261503
2967	110364	261482
2968	110398	261439
2969	110437	261406
2970	110475	261370
2971	110512	261333
2972	110551	261300
2973	110590	261268
2974	110626	261227
2975	110664	261193
2976	110702	261157
2977	110740	261120
2978	110775	261079
2979	110813	261043
2980	110852	261009
2981	110889	260972
2982	110929	260942
2983	110967	260907
2984	111001	260863
2985	111039	260827
2986	111077	260791
2987	111127	260784
2988	111174	260770
2989	111213	260737
2990	111249	260698
2991	111285	260658
2992	111324	260625
2993	111364	260594
2994	111403	260560
2995	111439	260522
2996	111474	260478
2997	111509	260435
2998	111547	260401
2999	111581	260356
3000	111618	260319
3001	111654	260279
3002	111691	260240
3003	111735	260219
3004	111773	260185
3005	111811	260150
3006	111849	260113
3007	111891	260088
3008	111931	260058
3009	111968	260019
3010	112003	259977
3011	112046	259952
3012	112084	259917
3013	112128	259896
3014	112162	259852
3015	112194	259804
3016	112229	259761
3017	112269	259729
3018	112313	259709
3019	112354	259679
3020	112387	259633
3021	112428	259604
3022	112471	259582
3023	112511	259549
3024	112549	259515
3025	112587	259478
3026	112622	259436
3027	112659	259399
3028	112695	259359
3029	112731	259318
3030	112770	259286
3031	112810	259256
3032	112849	259221
3033	112893	259200
3034	112934	259171
3035	112969	259129
3036	113002	259084
3037	113043	259055
3038	113084	259026
3039	113120	258986
3040	113158	258949
3041	113197	258917
3042	113236	258884
3043	113276	258854
3044	113315	258821
3045	113356	258792
3046	113391	258750
3047	113429	258714
3048	113461	258666
3049	113501	258635
3050	113536	258593
3051	113575	258558
3052	113612	258522
3053	113650	258485
3054	113690	258455
3055	113726	258414
3056	113760	258370
3057	113798	258334
3058	113838	258304
3059	113871	258258
3060	113906	258214
3061	113943	258178
3062	113981	258142
3063	114016	258100
3064	114081	258125
3065	114124	258100
3066	114162	258065
3067	114198	258026
3068	114237	257992
3069	114274	257955
3070	114314	257924
3071	114348	257879
3072	114386	257843
3073	114420	257798
3074	114454	257756
3075	114491	257716
3076	114525	257671
3077	114558	257625
3078	114593	257584
3079	114632	257549
3080	114673	257521
3081	114711	257485
3082	114751	257455
3083	114789	257419
3084	114823	257376
3085	114858	257332
3086	114896	257298
3087	114927	257247
3088	114967	257215
3089	115002	257174
3090	115038	257134
3091	115078	257103
3092	115112	257058
3093	115150	257022
3094	115186	256984
3095	115223	256946
3096	115267	256922
3097	115299	256874
3098	115334	256831
3099	115374	256800
3100	115416	256773
3101	115452	256734
3102	115489	256697
3103	115530	256667
3104	115570	256637
3105	115606	256596
3106	115641	256554
3107	115684	256530
3108	115727	256505
3109	115760	256460
3110	115798	256425
3111	115838	256394
3112	115880	256365
3113	115915	256323
3114	115954	256291
3115	115989	256247
3116	116022	256201
3117	116055	256155
3118	116089	256111
3119	116123	256067
3120	116160	256028
3121	116198	255993
3122	116239	255965
3123	116275	255924
3124	116308	255879
3125	116347	255846
3126	116385	255809
3127	116421	255769
3128	116462	255741
3129	116496	255696
3130	116535	255664
3131	116570	255621
3132	116604	255577
3133	116645	255547
3134	116677	255500
3135	116711	255454
3136	116749	255419
3137	116790	255390
3138	116830	255359
3139	116865	255318
3140	116910	255297
3141	116944	255253
3142	116980	255213
3143	117014	255168
3144	117051	255130
3145	117108	255136
3146	117145	255098
3147	117182	255060
3148	117220	255027
3149	117256	254986
3150	117292	254946
3151	117331	254912
3152	117367	254872
3153	117406	254840
3154	117441	254798
3155	117494	254794
3156	117530	254754
3157	117571	254726
3158	117610	254693
3159	117647	254654
3160	117680	254608
3161	117717	254569
3162	117750	254523
3163	117783	254478
3164	117820	254440
3165	117857	254402
3166	117893	254363
3167	117934	254333
3168	117971	254294
3169	118002	254244
3170	118045	254221
3171	118089	254197
3172	118126	254161
3173	118160	254115
3174	118204	254093
3175	118239	254052
3176	118276	254012
3177	118313	253974
3178	118353	253943
3179	118392	253909
3180	118436	253887
3181	118474	253852
3182	118513	253818
3183	118550	253781
3184	118587	253744
3185	118620	253698
3186	118659	253663
3187	118697	253628
3188	118735	253593
3189	118772	253555
3190	118810	253518
3191	118849	253485
3192	118887	253449
3193	118925	253414
3194	118960	253373
3195	119003	253348
3196	119045	253320
3197	119084	253288
3198	119119	253246
3199	119156	253208
3200	119194	253172
3201	119229	253130
3202	119267	253093
3203	119307	253063
3204	119345	253027
3205	119382	252989
3206	119420	252954
3207	119460	252922
3208	119495	252880
3209	119530	252838
3210	119566	252799
3211	119603	252760
3212	119644	252732
3213	119682	252696
3214	119721	252661
3215	119753	252614
3216	119790	252576
3217	119829	252543
3218	119863	252498
3219	119900	252460
3220	119935	252419
3221	119971	252380
3222	120006	252338
3223	120048	252309
3224	120084	252269
3225	120119	252228
3226	120177	252234
3227	120222	252214
3228	120257	252172
3229	120294	252135
3230	120336	252107
3231	120375	252072
3232	120411	252033
3233	120448	251995
3234	120480	251948
3235	120515	251905
3236	120554	251872
3237	120593	251837
3238	120630	251801
3239	120671	251771
3240	120708	251733
3241	120743	251691
3242	120781	251655
3243	120816	251614
3244	120854	251578
3245	120892	251542
3246	120930	251507
3247	120968	251471
3248	121004	251431
3249	121040	251391
3250	121077	251353
3251	121118	251325
3252	121153	251283
3253	121189	251241
3254	121223	251199
3255	121260	251162
3256	121298	251125
3257	121338	251094
3258	121380	251066
3259	121416	251027
3260	121455	250993
3261	121493	250958
3262	121530	250920
3263	121567	250882
3264	121601	250838
3265	121640	250804
3266	121679	250771
3267	121722	250744
3268	121759	250706
3269	121797	250672
3270	121837	250640
3271	121879	250611
3272	121920	250583
3273	121959	250549
3274	121993	250505
3275	122031	250469
3276	122071	250437
3277	122111	250405
3278	122142	250357
3279	122184	250328
3280	122219	250287
3281	122258	250253
3282	122291	250207
3283	122332	250178
3284	122370	250142
3285	122404	250098
3286	122444	250067
3287	122482	250031
3288	122517	249989
3289	122558	249959
3290	122595	249922
3291	122634	249889
3292	122671	249849
3293	122708	249813
3294	122743	249770
3295	122782	249737
3296	122819	249699
3297	122852	249654
3298	122893	249623
3299	122943	249612
3300	122988	249591
3301	123029	249561
3302	123066	249522
3303	123101	249481
3304	123156	249481
3305	123199	249454
3306	123233	249411
3307	123267	249367
3308	123304	249329
3309	123344	249298
3310	123381	249259
3311	123416	249218
3312	123454	249182
3313	123500	249163
3314	123536	249122
3315	123572	249082
3316	123607	249041
3317	123647	249008
3318	123689	248982
3319	123734	248959
3320	123776	248932
3321	123818	248904
3322	123856	248868
3323	123892	248827
3324	123929	248790
3325	123981	248784
3326	124021	248750
3327	124056	248709
3328	124095	248674
3329	124128	248629
3330	124163	248587
3331	124200	248550
3332	124237	248512
3333	124276	248478
3334	124317	248447
3335	124355	248412
3336	124394	248379
3337	124431	248340
3338	124467	248302
3339	124505	248264
3340	124547	248238
3341	124585	248200
3342	124621	248161
3343	124661	248129
3344	124701	248097
3345	124744	248072
3346	124776	248024
3347	124813	247987
3348	124853	247954
3349	124889	247914
3350	124922	247868
3351	124955	247823
3352	124994	247789
3353	125031	247752
3354	125072	247722
3355	125110	247685
3356	125148	247649
3357	125183	247608
3358	125220	247571
3359	125259	247536
3360	125293	247493
3361	125325	247444
3362	125360	247403
3363	125397	247365
3364	125434	247326
3365	125471	247289
3366	125509	247254
3367	125544	247213
3368	125580	247172
3369	125617	247135
3370	125661	247109
3371	125699	247074
3372	125739	247043
3373	125781	247015
3374	125835	247009
3375	125877	246981
3376	125916	246948
3377	125955	246915
3378	125996	246884
3379	126036	246851
3380	126075	246818
3381	126108	246772
3382	126147	246738
3383	126188	246709
3384	126225	246671
3385	126262	246632
3386	126302	246601
3387	126340	246565
3388	126377	246527
3389	126415	246491
3390	126450	246450
3391	126488	246413
3392	126526	246378
3393	126563	246339
3394	126594	246290
3395	126634	246257
3396	126672	246222
3397	126708	246182
3398	126749	246153
3399	126787	246116
3400	126822	246075
3401	126859	246037
3402	126897	246000
3403	126933	245961
3404	126968	245919
3405	127007	245886
3406	127047	245854
3407	127085	245818
3408	127119	245774
3409	127158	245739
3410	127198	245708
3411	127237	245674
3412	127275	245638
3413	127310	245596
3414	127348	245561
3415	127385	245522
3416	127420	245480
3417	127458	245444
3418	127496	245409
3419	127529	245363
3420	127568	245330
3421	127598	245279
3422	127633	245236
3423	127668	245195
3424	127707	245161
3425	127743	245120
3426	127782	245086
3427	127821	245054
3428	127860	245019
3429	127900	244987
3430	127938	244951
3431	127975	244912
3432	128008	244867
3433	128045	244830
3434	128080	244788
3435	128118	244752
3436	128159	244722
3437	128197	244685
3438	128236	244652
3439	128275	244618
3440	128311	244578
3441	128352	244547
3442	128389	244510
3443	128423	244467
3444	128459	244427
3445	128495	244388
3446	128547	244378
3447	128592	244355
3448	128627	244314
3449	128665	244277
3450	128704	244243
3451	128744	244211
3452	128778	244167
3453	128813	244126
3454	128852	244093
3455	128892	244060
3456	128934	244031
3457	128971	243994
3458	129010	243960
3459	129045	243918
3460	129085	243885
3461	129124	243851
3462	129161	243814
3463	129202	243783
3464	129239	243746
3465	129274	243703
3466	129308	243661
3467	129343	243618
3468	129379	243580
3469	129420	243549
3470	129458	243513
3471	129505	243493
3472	129540	243453
3473	129574	243408
3474	129607	243364
3475	129650	243336
3476	129685	243295
3477	129720	243254
3478	129755	243212
3479	129794	243177
3480	129830	243139
3481	129871	243107
3482	129901	243057
3483	129940	243022
3484	129980	242991
3485	130027	242971
3486	130067	242939
3487	130107	242906
3488	130145	242871
3489	130183	242835
3490	130223	242802
3491	130264	242771
3492	130302	242737
3493	130344	242708
3494	130385	242677
3495	130420	242635
3496	130458	242599
3497	130499	242569
3498	130539	242536
3499	130575	242498
3500	130610	242455
3501	130645	242414
3502	130681	242374
3503	130720	242340
3504	130764	242314
3505	130802	242278
3506	130844	242251
3507	130881	242211
3508	130918	242174
3509	130958	242142
3510	130997	242107
3511	131033	242069
3512	131070	242031
3513	131106	241991
3514	131152	241970
3515	131199	241949
3516	131233	241906
3517	131271	241870
3518	131308	241833
3519	131347	241798
3520	131384	241760
3521	131421	241723
3522	131459	241686
3523	131494	241645
3524	131531	241607
3525	131569	241571
3526	131612	241544
3527	131650	241507
3528	131687	241469
3529	131724	241432
3530	131761	241394
3531	131796	241353
3532	131829	241308
3533	131865	241268
3534	131907	241238
3535	131948	241209
3536	131990	241180
3537	132023	241135
3538	132064	241104
3539	132100	241065
3540	132140	241032
3541	132178	240997
3542	132216	240959
3543	132247	240910
3544	132283	240872
3545	132320	240833
3546	132355	240791
3547	132393	240756
3548	132432	240721
3549	132472	240688
3550	132511	240654
3551	132549	240620
3552	132585	240579
3553	132622	240541
3554	132662	240509
3555	132697	240467
3556	132734	240430
3557	132766	240383
3558	132809	240355
3559	132845	240315
3560	132884	240282
3561	132928	240257
3562	132964	240217
3563	132999	240176
3564	133038	240141
3565	133076	240104
3566	133114	240069
3567	133151	240031
3568	133193	240001
3569	133232	239967
3570	133274	239938
3571	133313	239904
3572	133347	239860
3573	133388	239830
3574	133422	239787
3575	133461	239753
3576	133494	239707
3577	133535	239677
3578	133572	239640
3579	133606	239596
3580	133642	239556
3581	133676	239513
3582	133713	239475
3583	133752	239441
3584	133788	239401
3585	133819	239352
3586	133858	239318
3587	133897	239284
3588	133944	239264
3589	133999	239257
3590	134040	239227
3591	134079	239192
3592	134116	239154
3593	134156	239122
3594	134197	239091
3595	134235	239055
3596	134268	239010
3597	134306	238975
3598	134348	238945
3599	134386	238908
3600	134425	238874
3601	134465	238842
3602	134506	238811
3603	134543	238772
3604	134585	238744
3605	134626	238713
3606	134663	238676
3607	134699	238636
3608	134736	238598
3609	134781	238573
3610	134815	238530
3611	134851	238491
3612	134886	238450
3613	134929	238422
3614	134970	238392
3615	135008	238356
3616	135044	238316
3617	135080	238276
3618	135118	238240
3619	135154	238200
3620	135189	238158
3621	135229	238127
3622	135267	238089
3623	135308	238059
3624	135348	238026
3625	135387	237992
3626	135425	237955
3627	135458	237911
3628	135496	237875
3629	135533	237836
3630	135567	237793
3631	135599	237746
3632	135636	237708
3633	135680	237683
3634	135714	237641
3635	135752	237603
3636	135789	237566
3637	135831	237536
3638	135866	237495
3639	135912	237473
3640	135947	237432
3641	135985	237395
3642	136018	237350
3643	136053	237309
3644	136093	237276
3645	136135	237247
3646	136171	237207
3647	136208	237170
3648	136243	237128
3649	136278	237087
3650	136317	237052
3651	136354	237014
3652	136391	236976
3653	136429	236941
3654	136470	236909
3655	136507	236871
3656	136543	236832
3657	136580	236794
3658	136620	236762
3659	136660	236728
3660	136696	236688
3661	136760	236697
3662	136800	236665
3663	136836	236626
3664	136877	236595
3665	136917	236562
3666	136953	236522
3667	136995	236492
3668	137035	236459
3669	137069	236416
3670	137102	236372
3671	137138	236332
3672	137179	236300
3673	137214	236259
3674	137252	236223
3675	137282	236174
3676	137321	236138
3677	137353	236092
3678	137392	236057
3679	137428	236018
3680	137464	235979
3681	137498	235935
3682	137535	235898
3683	137576	235867
3684	137616	235834
3685	137649	235788
3686	137685	235750
3687	137717	235702
3688	137756	235668
3689	137792	235628
3690	137827	235588
3691	137864	235548
3692	137905	235519
3693	137941	235478
3694	137979	235442
3695	138019	235410
3696	138053	235367
3697	138089	235327
3698	138126	235290
3699	138166	235256
3700	138206	235223
3701	138239	235179
3702	138278	235143
3703	138318	235111
3704	138354	235072
3705	138392	235035
3706	138429	234997
3707	138462	234953
3708	138500	234917
3709	138535	234875
3710	138572	234837
3711	138611	234803
3712	138649	234766
3713	138686	234729
3714	138724	234692
3715	138764	234660
3716	138804	234626
3717	138844	234594
3718	138887	234566
3719	138925	234530
3720	138962	234491
3721	138996	234450
3722	139034	234412
3723	139077	234385
3724	139112	234344
3725	139153	234312
3726	139183	234263
3727	139223	234229
3728	139257	234186
3729	139297	234154
3730	139333	234114
3731	139384	234100
3732	139425	234069
3733	139460	234027
3734	139498	233990
3735	139535	233953
3736	139572	233915
3737	139606	233873
3738	139645	233837
3739	139683	233802
3740	139720	233763
3741	139760	233731
3742	139800	233697
3743	139840	233665
3744	139881	233633
3745	139916	233593
3746	139950	233549
3747	139985	233507
3748	140016	233460
3749	140054	233424
3750	140092	233388
3751	140129	233350
3752	140164	233309
3753	140201	233271
3754	140240	233237
3755	140279	233201
3756	140314	233159
3757	140347	233116
3758	140387	233082
3759	140426	233048
3760	140464	233012
3761	140501	232974
3762	140539	232938
3763	140581	232908
3764	140620	232873
3765	140655	232832
3766	140694	232797
3767	140735	232766
3768	140771	232726
3769	140804	232682
3770	140844	232649
3771	140885	232618
3772	140922	232580
3773	140956	232537
3774	140991	232495
3775	141027	232457
3776	141069	232427
3777	141106	232389
3778	141144	232352
3779	141182	232316
3780	141219	232278
3781	141263	232251
3782	141303	232219
3783	141345	232189
3784	141384	232154
3785	141425	232123
3786	141465	232089
3787	141505	232056
3788	141539	232013
3789	141578	231980
3790	141614	231939
3791	141653	231905
3792	141693	231871
3793	141733	231838
3794	141776	231811
3795	141815	231776
3796	141861	231753
3797	141901	231719
3798	141938	231682
3799	141980	231651
3800	142022	231623
3801	142057	231581
3802	142093	231542
3803	142130	231503
3804	142172	231473
3805	142212	231441
3806	142254	231410
3807	142294	231378
3808	142334	231345
3809	142372	231309
3810	142418	231284
3811	142457	231250
3812	142495	231214
3813	142531	231175
3814	142570	231140
3815	142605	231098
3816	142647	231068
3817	142686	231034
3818	142722	230993
3819	142757	230952
3820	142790	230908
3821	142850	230907
3822	142894	230881
3823	142931	230844
3824	142968	230805
3825	143007	230770
3826	143045	230734
3827	143098	230722
3828	143147	230702
3829	143187	230670
3830	143228	230638
3831	143265	230601
3832	143308	230572
3833	143340	230525
3834	143375	230484
3835	143409	230441
3836	143447	230405
3837	143483	230365
3838	143522	230330
3839	143558	230292
3840	143599	230260
3841	143635	230219
3842	143673	230183
3843	143717	230157
3844	143757	230123
3845	143787	230074
3846	143829	230045
3847	143877	230024
3848	143914	229987
3849	143955	229954
3850	143995	229922
3851	144033	229885
3852	144070	229846
3853	144107	229808
3854	144149	229778
3855	144187	229742
3856	144224	229704
3857	144262	229667
3858	144295	229624
3859	144332	229585
3860	144374	229555
3861	144416	229525
3862	144458	229495
3863	144496	229458
3864	144536	229425
3865	144573	229388
3866	144612	229353
3867	144653	229320
3868	144695	229291
3869	144735	229257
3870	144770	229216
3871	144807	229178
3872	144848	229147
3873	144886	229110
3874	144925	229075
3875	144962	229038
3876	145001	229003
3877	145035	228960
3878	145076	228929
3879	145116	228895
3880	145155	228860
3881	145195	228827
3882	145236	228795
3883	145270	228752
3884	145311	228719
3885	145348	228682
3886	145384	228643
3887	145420	228603
3888	145456	228564
3889	145490	228521
3890	145531	228489
3891	145568	228451
3892	145606	228414
3893	145661	228404
3894	145707	228380
3895	145740	228336
3896	145780	228303
3897	145821	228271
3898	145857	228231
3899	145894	228194
3900	145931	228156
3901	145966	228114
3902	146002	228074
3903	146036	228032
3904	146072	227993
3905	146112	227959
3906	146151	227924
3907	146190	227889
3908	146229	227854
3909	146270	227822
3910	146311	227790
3911	146347	227752
3912	146381	227708
3913	146415	227666
3914	146448	227622
3915	146483	227580
3916	146523	227546
3917	146559	227507
3918	146596	227469
3919	146627	227422
3920	146662	227381
3921	146697	227340
3922	146734	227301
3923	146769	227260
3924	146805	227221
3925	146846	227189
3926	146886	227155
3927	146924	227120
3928	146963	227085
3929	146998	227043
3930	147035	227005
3931	147072	226966
3932	147109	226928
3933	147146	226891
3934	147180	226849
3935	147218	226812
3936	147253	226771
3937	147290	226732
3938	147325	226691
3939	147361	226651
3940	147400	226618
3941	147440	226584
3942	147479	226549
3943	147520	226516
3944	147555	226476
3945	147593	226439
3946	147629	226400
3947	147665	226360
3948	147701	226320
3949	147736	226280
3950	147772	226240
3951	147809	226201
3952	147846	226164
3953	147886	226131
3954	147923	226093
3955	147962	226057
3956	147998	226018
3957	148039	225986
3958	148077	225950
3959	148115	225913
3960	148156	225881
3961	148188	225835
3962	148231	225806
3963	148266	225766
3964	148302	225726
3965	148342	225693
3966	148378	225653
3967	148416	225616
3968	148452	225576
3969	148491	225541
3970	148528	225504
3971	148567	225469
3972	148609	225438
3973	148647	225401
3974	148682	225361
3975	148720	225324
3976	148761	225292
3977	148796	225252
3978	148834	225214
3979	148876	225185
3980	148923	225161
3981	148958	225120
3982	149012	225108
3983	149052	225075
3984	149088	225036
3985	149126	224998
3986	149165	224963
3987	149200	224923
3988	149240	224889
3989	149275	224848
3990	149314	224814
3991	149354	224779
3992	149395	224747
3993	149432	224710
3994	149469	224672
3995	149506	224633
3996	149544	224597
3997	149584	224564
3998	149622	224527
3999	149666	224499
4000	149703	224461
4001	149746	224432
4002	149788	224402
4003	149824	224362
4004	149858	224320
4005	149896	224282
4006	149930	224241
4007	149971	224209
4008	150009	224172
4009	150048	224137
4010	150085	224099
4011	150128	224069
4012	150164	224030
4013	150200	223991
4014	150236	223952
4015	150275	223916
4016	150315	223883
4017	150349	223840
4018	150386	223802
4019	150430	223774
4020	150467	223737
4021	150505	223699
4022	150546	223668
4023	150583	223630
4024	150623	223596
4025	150662	223560
4026	150701	223526
4027	150740	223490
4028	150783	223462
4029	150818	223421
4030	150852	223379
4031	150890	223342
4032	150926	223302
4033	150964	223265
4034	151005	223232
4035	151043	223196
4036	151078	223155
4037	151117	223120
4038	151155	223083
4039	151195	223050
4040	151231	223011
4041	151270	222976
4042	151305	222935
4043	151343	222898
4044	151379	222858
4045	151413	222815
4046	151454	222784
4047	151495	222752
4048	151534	222716
4049	151571	222679
4050	151630	222673
4051	151672	222642
4052	151714	222612
4053	151753	222576
4054	151794	222544
4055	151836	222513
4056	151872	222474
4057	151910	222437
4058	151948	222401
4059	151986	222365
4060	152023	222326
4061	152060	222288
4062	152096	222249
4063	152136	222215
4064	152176	222182
4065	152213	222142
4066	152255	222111
4067	152285	222064
4068	152322	222026
4069	152360	221988
4070	152400	221955
4071	152439	221921
4072	152476	221882
4073	152518	221851
4074	152558	221818
4075	152592	221775
4076	152632	221741
4077	152675	221711
4078	152712	221674
4079	152748	221634
4080	152780	221589
4081	152816	221549
4082	152859	221520
4083	152900	221489
4084	152932	221443
4085	152971	221408
4086	153009	221371
4087	153044	221330
4088	153085	221297
4089	153123	221261
4090	153165	221230
4091	153207	221200
4092	153245	221162
4093	153289	221134
4094	153331	221103
4095	153370	221069
4096	153405	221028
4097	153445	220994
4098	153483	220957
4099	153518	220916
4100	153557	220881
4101	153592	220840
4102	153629	220802
4103	153667	220766
4104	153703	220726
4105	153741	220689
4106	153776	220648
4107	153819	220618
4108	153854	220578
4109	153893	220543
4110	153929	220504
4111	153965	220464
4112	154008	220434
4113	154041	220390
4114	154077	220350
4115	154111	220309
4116	154149	220272
4117	154212	220271
4118	154250	220235
4119	154281	220188
4120	154321	220154
4121	154356	220113
4122	154389	220070
4123	154428	220034
4124	154462	219991
4125	154501	219956
4126	154544	219927
4127	154580	219887
4128	154619	219852
4129	154661	219821
4130	154699	219784
4131	154738	219750
4132	154778	219715
4133	154820	219684
4134	154854	219642
4135	154894	219608
4136	154931	219570
4137	154965	219528
4138	155003	219491
4139	155037	219449
4140	155075	219412
4141	155115	219378
4142	155155	219345
4143	155196	219312
4144	155231	219271
4145	155270	219236
4146	155313	219207
4147	155349	219167
4148	155385	219126
4149	155427	219096
4150	155462	219055
4151	155502	219021
4152	155536	218979
4153	155576	218945
4154	155610	218902
4155	155649	218868
4156	155687	218831
4157	155730	218801
4158	155764	218759
4159	155800	218720
4160	155837	218682
4161	155882	218654
4162	155917	218614
4163	155958	218581
4164	155994	218542
4165	156031	218504
4166	156068	218466
4167	156106	218429
4168	156143	218391
4169	156183	218357
