iter	RMSE
127	4.428062526e-05
128	4.426490535e-05
129	4.425067637e-05
130	4.423557786e-05
131	4.422317004e-05
132	4.42086378e-05
133	4.41955933e-05
134	4.418484172e-05
135	4.417300302e-05
136	4.416185506e-05
137	4.414905333e-05
138	4.413620065e-05
139	4.412075452e-05
140	4.410733463e-05
141	4.409644741e-05
142	4.408392144e-05
143	4.407396701e-05
144	4.406191687e-05
145	4.405167995e-05
146	4.404141128e-05
147	4.403101623e-05
148	4.402099884e-05
149	4.400667255e-05
150	4.399908436e-05
151	4.398551675e-05
152	4.39783866e-05
153	4.396905352e-05
154	4.395815445e-05
155	4.394887402e-05
156	4.393686543e-05
157	4.392976477e-05
158	4.391798757e-05
159	4.391062823e-05
160	4.390327687e-05
161	4.389563001e-05
162	4.388607138e-05
163	4.387189911e-05
164	4.386503229e-05
165	4.385338643e-05
166	4.384341846e-05
167	4.38354487e-05
168	4.382911524e-05
169	4.382147462e-05
170	4.381438106e-05
171	4.380499217e-05
172	4.37967396e-05
173	4.378826278e-05
174	4.378158633e-05
175	4.377464118e-05
176	4.376409914e-05
177	4.375848971e-05
178	4.375281793e-05
179	4.374546809e-05
180	4.373812253e-05
181	4.373144336e-05
182	4.372533166e-05
183	4.371929055e-05
184	4.371396566e-05
185	4.370759855e-05
186	4.370010721e-05
187	4.369610956e-05
188	4.369095117e-05
189	4.368353227e-05
190	4.367848291e-05
191	4.367078081e-05
192	4.366467824e-05
193	4.365889532e-05
194	4.365327856e-05
195	4.364275143e-05
196	4.363419536e-05
197	4.362516822e-05
198	4.36196378e-05
199	4.361501167e-05
200	4.360759933e-05
201	4.36022142e-05
202	4.359393848e-05
203	4.358919104e-05
204	4.358225325e-05
205	4.357853711e-05
206	4.357426436e-05
207	4.356935521e-05
208	4.356398489e-05
209	4.355919931e-05
210	4.35537071e-05
211	4.35503681e-05
212	4.354718916e-05
213	4.35437577e-05
214	4.354087621e-05
215	4.353566794e-05
216	4.352706017e-05
217	4.352378138e-05
218	4.3518358e-05
219	4.350975138e-05
220	4.350549099e-05
221	4.350150001e-05
222	4.349606145e-05
223	4.349073508e-05
224	4.348379366e-05
225	4.348002487e-05
226	4.347547953e-05
227	4.347051532e-05
228	4.346462447e-05
229	4.346091754e-05
230	4.345759434e-05
231	4.345451621e-05
232	4.344675847e-05
233	4.343892165e-05
234	4.34335479e-05
235	4.343066253e-05
236	4.342624823e-05
237	4.342090248e-05
238	4.341611897e-05
239	4.341161888e-05
240	4.340844429e-05
241	4.340500809e-05
242	4.339926486e-05
243	4.339425865e-05
244	4.338934044e-05
245	4.338358072e-05
246	4.338073781e-05
247	4.337302927e-05
248	4.337083361e-05
249	4.33684216e-05
250	4.33604944e-05
251	4.335717891e-05
252	4.335183527e-05
253	4.334474941e-05
254	4.334140122e-05
255	4.333283179e-05
256	4.332862027e-05
257	4.332638971e-05
258	4.332139397e-05
259	4.331680176e-05
260	4.331407989e-05
261	4.330994954e-05
262	4.330686795e-05
263	4.330480339e-05
264	4.33003745e-05
265	4.329439488e-05
266	4.32918146e-05
267	4.328747388e-05
268	4.328298402e-05
269	4.328078103e-05
270	4.327748757e-05
271	4.327408832e-05
272	4.326961819e-05
273	4.326604061e-05
274	4.326259571e-05
275	4.32603622e-05
276	4.325811894e-05
277	4.325600275e-05
278	4.32529577e-05
279	4.324960818e-05
280	4.324578643e-05
281	4.323838074e-05
282	4.323476233e-05
283	4.323016334e-05
284	4.322663801e-05
285	4.322363566e-05
286	4.321990592e-05
287	4.321499259e-05
288	4.320844579e-05
289	4.320608139e-05
290	4.320372495e-05
291	4.319636356e-05
292	4.319168199e-05
293	4.318599381e-05
294	4.318097409e-05
295	4.317596147e-05
296	4.317284651e-05
297	4.316933088e-05
298	4.316626371e-05
299	4.316336505e-05
300	4.315961436e-05
301	4.315467017e-05
302	4.315236337e-05
303	4.314449872e-05
304	4.314182155e-05
305	4.314005522e-05
306	4.313565588e-05
307	4.313133688e-05
308	4.312974462e-05
309	4.31251227e-05
310	4.311868241e-05
311	4.31159763e-05
312	4.31104674e-05
313	4.310654758e-05
314	4.310312975e-05
315	4.310132134e-05
316	4.309764217e-05
317	4.309419433e-05
318	4.3091021e-05
319	4.308693758e-05
320	4.308249667e-05
321	4.3079938e-05
322	4.307599663e-05
323	4.307299316e-05
324	4.307091627e-05
325	4.306514537e-05
326	4.305957613e-05
327	4.305364893e-05
328	4.305163639e-05
329	4.304992809e-05
330	4.304777774e-05
331	4.304642965e-05
332	4.304371966e-05
333	4.304077153e-05
334	4.303887863e-05
335	4.303514123e-05
336	4.303258461e-05
337	4.303104544e-05
338	4.302655056e-05
339	4.302457908e-05
340	4.30213552e-05
341	4.30182963e-05
342	4.301492106e-05
343	4.301274527e-05
344	4.301080544e-05
345	4.300601894e-05
346	4.300299769e-05
347	4.299773454e-05
348	4.299395508e-05
349	4.299069234e-05
350	4.298814827e-05
351	4.298300759e-05
352	4.297914678e-05
353	4.297552385e-05
354	4.297332723e-05
355	4.297122656e-05
356	4.296802629e-05
357	4.296486097e-05
358	4.296331623e-05
359	4.295928008e-05
360	4.295742471e-05
361	4.29547028e-05
362	4.29503234e-05
363	4.294803968e-05
364	4.294325649e-05
365	4.294117368e-05
366	4.293858783e-05
367	4.293201145e-05
368	4.292626224e-05
369	4.292380338e-05
370	4.292157481e-05
371	4.291878213e-05
372	4.291548774e-05
373	4.291180764e-05
374	4.290826956e-05
375	4.290378667e-05
376	4.289950194e-05
377	4.289729181e-05
378	4.289500512e-05
379	4.28920047e-05
380	4.288743332e-05
381	4.288443677e-05
382	4.288139593e-05
383	4.287904394e-05
384	4.287571471e-05
385	4.287184443e-05
386	4.286876787e-05
387	4.286740099e-05
388	4.286464637e-05
389	4.286187358e-05
390	4.28587733e-05
391	4.285465805e-05
392	4.285125681e-05
393	4.284719691e-05
394	4.284271621e-05
395	4.28369115e-05
396	4.283150377e-05
397	4.282826022e-05
398	4.282490923e-05
399	4.282170711e-05
400	4.281959658e-05
401	4.281665111e-05
402	4.281323567e-05
403	4.281191955e-05
404	4.28100116e-05
405	4.280764927e-05
406	4.280371753e-05
407	4.280105882e-05
408	4.279903614e-05
409	4.279714673e-05
410	4.279477915e-05
411	4.279035007e-05
412	4.278663099e-05
413	4.278344469e-05
414	4.277971901e-05
415	4.277840245e-05
416	4.277586794e-05
417	4.277075703e-05
418	4.276759675e-05
419	4.276543535e-05
420	4.27616459e-05
421	4.275863484e-05
422	4.275683521e-05
423	4.275366352e-05
424	4.275069465e-05
425	4.274790232e-05
426	4.274401507e-05
427	4.273921618e-05
428	4.273607969e-05
429	4.273138932e-05
430	4.272849391e-05
431	4.272558595e-05
432	4.272419179e-05
433	4.272077634e-05
434	4.271809487e-05
435	4.271585187e-05
436	4.271435012e-05
437	4.270820556e-05
438	4.270565943e-05
439	4.27023398e-05
440	4.269936722e-05
441	4.269762123e-05
442	4.269451486e-05
443	4.269089792e-05
444	4.268961692e-05
445	4.268691033e-05
446	4.268482621e-05
447	4.268139609e-05
448	4.267852689e-05
449	4.267559142e-05
450	4.267166041e-05
451	4.266874797e-05
452	4.266667573e-05
453	4.266326168e-05
454	4.266027935e-05
455	4.265707156e-05
456	4.265430764e-05
457	4.26525005e-05
458	4.264986531e-05
459	4.264431916e-05
460	4.264180106e-05
461	4.263939533e-05
462	4.263692061e-05
463	4.263557534e-05
464	4.26336308e-05
465	4.263002536e-05
466	4.262926182e-05
467	4.262595698e-05
468	4.262404774e-05
469	4.262290069e-05
470	4.2621439e-05
471	4.261687192e-05
472	4.261323329e-05
473	4.26110406e-05
474	4.260836e-05
475	4.260684494e-05
476	4.260436849e-05
477	4.260311892e-05
478	4.260025444e-05
479	4.25981618e-05
480	4.259506379e-05
481	4.259218424e-05
482	4.259017479e-05
483	4.258717456e-05
484	4.258472997e-05
485	4.258136757e-05
486	4.257866178e-05
487	4.257637147e-05
488	4.257407875e-05
489	4.257169795e-05
490	4.257025042e-05
491	4.256896654e-05
492	4.256620651e-05
493	4.256361002e-05
494	4.256056015e-05
495	4.255737723e-05
496	4.255461659e-05
497	4.254993884e-05
498	4.254764168e-05
499	4.254640035e-05
500	4.254373341e-05
501	4.254170721e-05
502	4.254001852e-05
503	4.25380582e-05
504	4.253591599e-05
505	4.253322279e-05
506	4.253197567e-05
507	4.252810451e-05
508	4.252514814e-05
509	4.252252597e-05
510	4.252025868e-05
511	4.25181284e-05
512	4.251588436e-05
513	4.251299338e-05
514	4.250992069e-05
515	4.250714995e-05
516	4.250422273e-05
517	4.250159535e-05
518	4.249959767e-05
519	4.249706592e-05
520	4.24947018e-05
521	4.249129323e-05
522	4.248947891e-05
523	4.248810656e-05
524	4.248533267e-05
525	4.248319061e-05
526	4.248095611e-05
527	4.247948196e-05
528	4.247656167e-05
529	4.247523531e-05
530	4.247365551e-05
531	4.247255665e-05
532	4.246787178e-05
533	4.246531323e-05
534	4.246320715e-05
535	4.24599835e-05
536	4.245797674e-05
537	4.245572136e-05
538	4.245278454e-05
539	4.244714233e-05
540	4.244254393e-05
541	4.244019224e-05
542	4.243805812e-05
543	4.243336561e-05
544	4.243126985e-05
545	4.242964129e-05
546	4.24281191e-05
547	4.242657416e-05
548	4.242476319e-05
549	4.242260949e-05
550	4.242066058e-05
551	4.241816287e-05
552	4.241664714e-05
553	4.241534381e-05
554	4.241275557e-05
555	4.24111709e-05
556	4.240953391e-05
557	4.240763622e-05
558	4.240621858e-05
559	4.240375427e-05
560	4.240154609e-05
561	4.239932102e-05
562	4.239734234e-05
563	4.239545135e-05
564	4.239294708e-05
565	4.239077054e-05
566	4.238844872e-05
567	4.238537184e-05
568	4.238326727e-05
569	4.238146417e-05
570	4.237973108e-05
571	4.237802193e-05
572	4.237717198e-05
573	4.237585875e-05
574	4.237367447e-05
575	4.237087984e-05
576	4.236711863e-05
577	4.236581526e-05
578	4.236459838e-05
579	4.236306398e-05
580	4.235997931e-05
581	4.235778947e-05
582	4.23555251e-05
583	4.235316459e-05
584	4.235015308e-05
585	4.234669539e-05
586	4.234355421e-05
587	4.234207685e-05
588	4.233955566e-05
589	4.233770418e-05
590	4.233544707e-05
591	4.233381614e-05
592	4.233250442e-05
593	4.233112167e-05
594	4.232894172e-05
595	4.232726871e-05
596	4.232421257e-05
597	4.23219775e-05
598	4.232040706e-05
599	4.23182809e-05
600	4.231699386e-05
601	4.231381636e-05
602	4.231060065e-05
603	4.23082187e-05
604	4.230549161e-05
605	4.23019147e-05
606	4.230081147e-05
607	4.229810337e-05
608	4.22967351e-05
609	4.229349957e-05
610	4.229039553e-05
611	4.228908727e-05
612	4.228671533e-05
613	4.228361093e-05
614	4.228207222e-05
615	4.227946539e-05
616	4.227777325e-05
617	4.227573363e-05
618	4.227231271e-05
619	4.226985908e-05
620	4.2268323e-05
621	4.226594484e-05
622	4.226408363e-05
623	4.226174798e-05
624	4.225963861e-05
625	4.225726536e-05
626	4.225409231e-05
627	4.225025125e-05
628	4.224871207e-05
629	4.224811586e-05
630	4.224605338e-05
631	4.224449431e-05
632	4.224257265e-05
633	4.22405635e-05
634	4.223878395e-05
635	4.223696113e-05
636	4.223542304e-05
637	4.223397524e-05
638	4.223184478e-05
639	4.223055135e-05
640	4.223007946e-05
641	4.222867949e-05
642	4.222582214e-05
643	4.222410294e-05
644	4.222205159e-05
645	4.222045698e-05
646	4.221784296e-05
647	4.221488485e-05
648	4.221348171e-05
649	4.221205852e-05
650	4.22097192e-05
651	4.220824745e-05
652	4.220614108e-05
653	4.220398491e-05
654	4.220146959e-05
655	4.220017242e-05
656	4.219847317e-05
657	4.219614254e-05
658	4.219283364e-05
659	4.219101945e-05
660	4.218893115e-05
661	4.218720047e-05
662	4.218567967e-05
663	4.218372941e-05
664	4.218121412e-05
665	4.217936578e-05
666	4.217656381e-05
667	4.217545351e-05
668	4.217405765e-05
669	4.217275131e-05
670	4.216990288e-05
671	4.21680675e-05
672	4.216462015e-05
673	4.216278173e-05
674	4.21616454e-05
675	4.215950481e-05
676	4.215763518e-05
677	4.215636308e-05
678	4.215414876e-05
679	4.21527829e-05
680	4.215113049e-05
681	4.214810193e-05
682	4.214606869e-05
683	4.214483575e-05
684	4.214361582e-05
685	4.214083195e-05
686	4.21391992e-05
687	4.213765263e-05
688	4.213599035e-05
689	4.213465603e-05
690	4.213162658e-05
691	4.21297656e-05
692	4.212775965e-05
693	4.212637542e-05
694	4.212446524e-05
695	4.212264049e-05
696	4.211973021e-05
697	4.211773024e-05
698	4.211537118e-05
699	4.211251809e-05
700	4.211110042e-05
701	4.210940493e-05
702	4.210680256e-05
703	4.210500426e-05
704	4.210332735e-05
705	4.210129762e-05
706	4.209913727e-05
707	4.209771579e-05
708	4.209583193e-05
709	4.209389116e-05
710	4.209257865e-05
711	4.208956698e-05
712	4.208783715e-05
713	4.208589857e-05
714	4.208398683e-05
715	4.208261728e-05
716	4.20801792e-05
717	4.207900044e-05
718	4.207721903e-05
719	4.207475232e-05
720	4.20732942e-05
721	4.2072074e-05
722	4.20701571e-05
723	4.206869252e-05
724	4.206593496e-05
725	4.206449803e-05
726	4.206157336e-05
727	4.205926949e-05
728	4.205775479e-05
729	4.205681416e-05
730	4.205547824e-05
731	4.205321589e-05
732	4.205172958e-05
733	4.204990734e-05
734	4.204778317e-05
735	4.204643513e-05
736	4.20447842e-05
737	4.204290836e-05
738	4.204174707e-05
739	4.204086496e-05
740	4.203938616e-05
741	4.203824076e-05
742	4.203718983e-05
743	4.203566686e-05
744	4.20332943e-05
745	4.203162273e-05
746	4.202937017e-05
747	4.202838298e-05
748	4.202688308e-05
749	4.20248843e-05
750	4.202282738e-05
751	4.202142818e-05
752	4.201929644e-05
753	4.201805476e-05
754	4.201707804e-05
755	4.201436301e-05
756	4.201164112e-05
757	4.20099489e-05
758	4.200792244e-05
759	4.200718691e-05
760	4.200527456e-05
761	4.20032296e-05
762	4.200140117e-05
763	4.199531697e-05
764	4.199309466e-05
765	4.199192441e-05
766	4.199119551e-05
767	4.199038245e-05
768	4.198869304e-05
769	4.198731257e-05
770	4.198633841e-05
771	4.198464418e-05
772	4.198393922e-05
773	4.198083654e-05
774	4.197922634e-05
775	4.197774037e-05
776	4.197517814e-05
777	4.197329601e-05
778	4.196691499e-05
779	4.196522479e-05
780	4.196376551e-05
781	4.196142463e-05
782	4.196012672e-05
783	4.195878872e-05
784	4.195645619e-05
785	4.195514283e-05
786	4.195433025e-05
787	4.195309534e-05
788	4.195137481e-05
789	4.194951539e-05
790	4.194850033e-05
791	4.194610608e-05
792	4.194389506e-05
793	4.194224817e-05
794	4.194096773e-05
795	4.193792958e-05
796	4.193589692e-05
797	4.193453165e-05
798	4.193270655e-05
799	4.193142161e-05
800	4.192958186e-05
801	4.19279478e-05
802	4.192596467e-05
803	4.192393622e-05
804	4.19226466e-05
805	4.192132618e-05
806	4.191949856e-05
807	4.19179316e-05
808	4.191658806e-05
809	4.191328955e-05
810	4.191150965e-05
811	4.190991879e-05
812	4.190731637e-05
813	4.190543821e-05
814	4.190401171e-05
815	4.190198322e-05
816	4.190090753e-05
817	4.189752539e-05
818	4.189512629e-05
819	4.189284814e-05
820	4.189128016e-05
821	4.189016382e-05
822	4.188892577e-05
823	4.188696016e-05
824	4.188488381e-05
825	4.188364293e-05
826	4.18819898e-05
827	4.188077476e-05
828	4.187858892e-05
829	4.187721197e-05
830	4.187613354e-05
831	4.187505588e-05
832	4.187375637e-05
833	4.18726189e-05
834	4.187180227e-05
835	4.187013607e-05
836	4.186867985e-05
837	4.186710025e-05
838	4.186491174e-05
839	4.186350998e-05
840	4.186243084e-05
841	4.186048007e-05
842	4.185892873e-05
843	4.185698412e-05
844	4.185559393e-05
845	4.185406978e-05
846	4.185121041e-05
847	4.184956594e-05
848	4.184797588e-05
849	4.184695545e-05
850	4.184562089e-05
851	4.184449903e-05
852	4.184132913e-05
853	4.184005741e-05
854	4.183811264e-05
855	4.1835606e-05
856	4.183455088e-05
857	4.183354733e-05
858	4.183110912e-05
859	4.182951377e-05
860	4.182808392e-05
861	4.182607044e-05
862	4.18243314e-05
863	4.182315709e-05
864	4.182178367e-05
865	4.182071528e-05
866	4.181921642e-05
867	4.18181515e-05
868	4.181679651e-05
869	4.181493887e-05
870	4.18128765e-05
871	4.181122285e-05
872	4.181026284e-05
873	4.180875732e-05
874	4.180794418e-05
875	4.18070341e-05
876	4.180457282e-05
877	4.180190025e-05
878	4.180033069e-05
879	4.179846934e-05
880	4.179733139e-05
881	4.179586024e-05
882	4.179421204e-05
883	4.179273101e-05
884	4.179148911e-05
885	4.178954252e-05
886	4.178489917e-05
887	4.178386532e-05
888	4.1782136e-05
889	4.178068629e-05
890	4.177829155e-05
891	4.177566762e-05
892	4.177464873e-05
893	4.17727374e-05
894	4.177129902e-05
895	4.176950961e-05
896	4.17678022e-05
897	4.176328498e-05
898	4.176204246e-05
899	4.176101749e-05
900	4.175985849e-05
901	4.175754491e-05
902	4.175610335e-05
903	4.175354526e-05
904	4.175131727e-05
905	4.17488921e-05
906	4.174694225e-05
907	4.174532126e-05
908	4.174350379e-05
909	4.17413947e-05
910	4.173858229e-05
911	4.173768274e-05
912	4.173678996e-05
913	4.173429363e-05
914	4.173226598e-05
915	4.17312593e-05
916	4.172900308e-05
917	4.172772223e-05
918	4.172617304e-05
919	4.172454342e-05
920	4.172226294e-05
921	4.1720049e-05
922	4.171766239e-05
923	4.171527427e-05
924	4.171414934e-05
925	4.171162796e-05
926	4.171034736e-05
927	4.170938764e-05
928	4.170802359e-05
929	4.170660601e-05
930	4.170441136e-05
931	4.170297372e-05
932	4.170186363e-05
933	4.16996683e-05
934	4.169747421e-05
935	4.169643507e-05
936	4.169508685e-05
937	4.169353064e-05
938	4.16922039e-05
939	4.169114214e-05
940	4.168956275e-05
941	4.168828484e-05
942	4.168730153e-05
943	4.168599439e-05
944	4.168382589e-05
945	4.168305585e-05
946	4.168114226e-05
947	4.168025178e-05
948	4.167897423e-05
949	4.167735634e-05
950	4.167623181e-05
951	4.167457942e-05
952	4.167223339e-05
953	4.16698987e-05
954	4.166851801e-05
955	4.166590006e-05
956	4.166487423e-05
957	4.16592179e-05
958	4.165741219e-05
959	4.165596909e-05
960	4.165409615e-05
961	4.1652693e-05
962	4.165103229e-05
963	4.164891822e-05
964	4.164748979e-05
965	4.164619285e-05
966	4.164384274e-05
967	4.164016669e-05
968	4.163894875e-05
969	4.163757728e-05
970	4.163568761e-05
971	4.163380324e-05
972	4.16325563e-05
973	4.163132273e-05
974	4.162966724e-05
975	4.16284369e-05
976	4.16273825e-05
977	4.162379006e-05
978	4.162219657e-05
979	4.162052854e-05
980	4.161904426e-05
981	4.161805495e-05
982	4.161675754e-05
983	4.161552618e-05
984	4.161477569e-05
985	4.161321889e-05
986	4.161096579e-05
987	4.160908976e-05
988	4.16064688e-05
989	4.160426479e-05
990	4.160202446e-05
991	4.160114005e-05
992	4.159945901e-05
993	4.159828624e-05
994	4.159698922e-05
995	4.159549876e-05
996	4.159459156e-05
997	4.159325693e-05
998	4.15888384e-05
999	4.158781134e-05
1000	4.158546787e-05
1001	4.158441049e-05
1002	4.158236711e-05
1003	4.158028326e-05
1004	4.157917489e-05
1005	4.157786281e-05
1006	4.157574965e-05
1007	4.157352229e-05
1008	4.157241572e-05
1009	4.157107911e-05
1010	4.156989257e-05
1011	4.156772591e-05
1012	4.156529873e-05
1013	4.156218524e-05
1014	4.156076068e-05
1015	4.155948692e-05
1016	4.15566587e-05
1017	4.155544329e-05
1018	4.155429982e-05
1019	4.155185533e-05
1020	4.155072375e-05
1021	4.154923249e-05
1022	4.154766078e-05
1023	4.154593299e-05
1024	4.154452497e-05
1025	4.154302993e-05
1026	4.154109484e-05
1027	4.153813511e-05
1028	4.153716435e-05
1029	4.153532239e-05
1030	4.153327914e-05
1031	4.153211343e-05
1032	4.153123439e-05
1033	4.152886149e-05
1034	4.152670068e-05
1035	4.152492289e-05
1036	4.1523277e-05
1037	4.152272049e-05
1038	4.15217483e-05
1039	4.151971449e-05
1040	4.15185696e-05
1041	4.15164827e-05
1042	4.151484014e-05
1043	4.151383784e-05
1044	4.151245731e-05
1045	4.151100491e-05
1046	4.150763127e-05
1047	4.150673393e-05
1048	4.150506941e-05
1049	4.150409271e-05
1050	4.150165312e-05
1051	4.150035912e-05
1052	4.14985051e-05
1053	4.149694164e-05
1054	4.149573446e-05
1055	4.149451593e-05
1056	4.149230456e-05
1057	4.149087958e-05
1058	4.148956299e-05
1059	4.148791302e-05
1060	4.148652704e-05
1061	4.148531108e-05
1062	4.148374642e-05
1063	4.148244349e-05
1064	4.148040786e-05
1065	4.147928395e-05
1066	4.147828359e-05
1067	4.147642464e-05
1068	4.147472532e-05
1069	4.147297412e-05
1070	4.147205012e-05
1071	4.147107998e-05
1072	4.14699155e-05
1073	4.146914735e-05
1074	4.146822502e-05
1075	4.146719232e-05
1076	4.146628037e-05
1077	4.146443099e-05
1078	4.146269019e-05
1079	4.146168941e-05
1080	4.146001667e-05
1081	4.14575243e-05
1082	4.145623903e-05
1083	4.145533288e-05
1084	4.145289797e-05
1085	4.145125436e-05
1086	4.145011564e-05
1087	4.144925162e-05
1088	4.144703112e-05
1089	4.144575532e-05
1090	4.1444746e-05
1091	4.144313855e-05
1092	4.144147489e-05
1093	4.144031015e-05
1094	4.14384382e-05
1095	4.143741861e-05
1096	4.143553854e-05
1097	4.14345016e-05
1098	4.143327935e-05
1099	4.143181942e-05
1100	4.142971812e-05
1101	4.14288658e-05
1102	4.142802073e-05
1103	4.142629413e-05
1104	4.142356493e-05
1105	4.142228234e-05
1106	4.142010988e-05
1107	4.141884526e-05
1108	4.14168777e-05
1109	4.141569716e-05
1110	4.141355265e-05
1111	4.141249217e-05
1112	4.141043147e-05
1113	4.140930622e-05
1114	4.140775413e-05
1115	4.140644242e-05
1116	4.14047959e-05
1117	4.140396679e-05
1118	4.140183719e-05
1119	4.140081725e-05
1120	4.139988419e-05
1121	4.139846329e-05
1122	4.139667193e-05
1123	4.139573166e-05
1124	4.139465833e-05
1125	4.139377757e-05
1126	4.139251986e-05
1127	4.138995443e-05
1128	4.138849975e-05
1129	4.138685274e-05
1130	4.13856677e-05
1131	4.138412423e-05
1132	4.138189566e-05
1133	4.137992672e-05
1134	4.137873943e-05
1135	4.137777313e-05
1136	4.137662238e-05
1137	4.137541335e-05
1138	4.137426581e-05
1139	4.137322952e-05
1140	4.13721231e-05
1141	4.137115868e-05
1142	4.136950619e-05
1143	4.136812841e-05
1144	4.136663124e-05
1145	4.136497965e-05
1146	4.136385302e-05
1147	4.136298316e-05
1148	4.136187798e-05
1149	4.136064776e-05
1150	4.135956199e-05
1151	4.135751919e-05
1152	4.135432032e-05
1153	4.135300434e-05
1154	4.135196526e-05
1155	4.134872857e-05
1156	4.134719734e-05
1157	4.134525015e-05
1158	4.134447574e-05
1159	4.134331894e-05
1160	4.134237511e-05
1161	4.134142144e-05
1162	4.13401519e-05
1163	4.13391061e-05
1164	4.133790525e-05
1165	4.133722766e-05
1166	4.133630767e-05
1167	4.133526874e-05
1168	4.133365456e-05
1169	4.133215476e-05
1170	4.13309758e-05
1171	4.132938406e-05
1172	4.13279806e-05
1173	4.132652579e-05
1174	4.132501823e-05
1175	4.132336425e-05
1176	4.132193673e-05
1177	4.132005678e-05
1178	4.131827519e-05
1179	4.131751561e-05
1180	4.131675677e-05
1181	4.131520894e-05
1182	4.131289976e-05
1183	4.131148943e-05
1184	4.130980044e-05
1185	4.130856113e-05
1186	4.130760304e-05
1187	4.13064155e-05
1188	4.130534331e-05
1189	4.130371902e-05
1190	4.130184242e-05
1191	4.13007715e-05
1192	4.129904625e-05
1193	4.129780233e-05
1194	4.129717351e-05
1195	4.129581455e-05
1196	4.129424778e-05
1197	4.129348232e-05
1198	4.129208018e-05
1199	4.129073249e-05
1200	4.128912645e-05
1201	4.128824066e-05
1202	4.128501049e-05
1203	4.128323102e-05
1204	4.12822284e-05
1205	4.128138441e-05
1206	4.127846079e-05
1207	4.127761915e-05
1208	4.127667815e-05
1209	4.127548411e-05
1210	4.127459416e-05
1211	4.127327348e-05
1212	4.127160998e-05
1213	4.127064692e-05
1214	4.126914494e-05
1215	4.126771614e-05
1216	4.126631845e-05
1217	4.126514567e-05
1218	4.126401331e-05
1219	4.126279508e-05
1220	4.126068755e-05
1221	4.125980433e-05
1222	4.125769589e-05
1223	4.125685819e-05
1224	4.125619347e-05
1225	4.125509404e-05
1226	4.125382021e-05
1227	4.125215316e-05
1228	4.125055674e-05
1229	4.124911322e-05
1230	4.124824662e-05
1231	4.124672215e-05
1232	4.124554836e-05
1233	4.124369921e-05
1234	4.124288502e-05
1235	4.124144763e-05
1236	4.124041876e-05
1237	4.123963349e-05
1238	4.123810269e-05
1239	4.123699939e-05
1240	4.123506211e-05
1241	4.123422083e-05
1242	4.123387808e-05
1243	4.123208084e-05
1244	4.123079375e-05
1245	4.122960994e-05
1246	4.122818985e-05
1247	4.122671031e-05
