iter	RMSE
2384	3.997875147e-05
2385	3.997814926e-05
2386	3.997709496e-05
2387	3.997639613e-05
2388	3.997546394e-05
2389	3.997483469e-05
2390	3.997440232e-05
2391	3.997376443e-05
2392	3.997239134e-05
2393	3.997169813e-05
2394	3.997096172e-05
2395	3.996931968e-05
2396	3.996866161e-05
2397	3.996795239e-05
2398	3.996703969e-05
2399	3.996590498e-05
2400	3.996498898e-05
2401	3.996380976e-05
2402	3.996315503e-05
2403	3.996266477e-05
2404	3.996185904e-05
2405	3.995990459e-05
2406	3.995942724e-05
2407	3.995863532e-05
2408	3.995781887e-05
2409	3.995723672e-05
2410	3.995603763e-05
2411	3.995536431e-05
2412	3.995429832e-05
2413	3.995326286e-05
2414	3.995201237e-05
2415	3.995128246e-05
2416	3.995090319e-05
2417	3.994994101e-05
2418	3.994943217e-05
2419	3.994858881e-05
2420	3.994767761e-05
2421	3.99467545e-05
2422	3.994573045e-05
2423	3.994477745e-05
2424	3.994392708e-05
2425	3.994341567e-05
2426	3.99421312e-05
2427	3.994127548e-05
2428	3.994053351e-05
2429	3.993972442e-05
2430	3.993900664e-05
2431	3.993849035e-05
2432	3.993787424e-05
2433	3.993685223e-05
2434	3.993590568e-05
2435	3.993518807e-05
2436	3.993433159e-05
2437	3.993345362e-05
2438	3.993314283e-05
2439	3.99317021e-05
2440	3.99308326e-05
2441	3.992953023e-05
2442	3.992866055e-05
2443	3.992766355e-05
2444	3.992659066e-05
2445	3.992607156e-05
2446	3.99253784e-05
2447	3.992464656e-05
2448	3.992395105e-05
2449	3.992334021e-05
2450	3.992263485e-05
2451	3.992184759e-05
2452	3.992142967e-05
2453	3.992103311e-05
2454	3.992035172e-05
2455	3.991823334e-05
2456	3.991743509e-05
2457	3.991637093e-05
2458	3.991578875e-05
2459	3.991469306e-05
2460	3.991404346e-05
2461	3.991358192e-05
2462	3.99125672e-05
2463	3.991185901e-05
2464	3.991122352e-05
2465	3.991057651e-05
2466	3.991003188e-05
2467	3.990933739e-05
2468	3.990873963e-05
2469	3.990809437e-05
2470	3.990753763e-05
2471	3.990625431e-05
2472	3.990541975e-05
2473	3.990412774e-05
2474	3.990345924e-05
2475	3.990210057e-05
2476	3.990154419e-05
2477	3.990087354e-05
2478	3.990000858e-05
2479	3.989866094e-05
2480	3.98973926e-05
2481	3.989655729e-05
2482	3.989543556e-05
2483	3.989465182e-05
2484	3.989423412e-05
2485	3.98937414e-05
2486	3.989289602e-05
2487	3.989233705e-05
2488	3.989143557e-05
2489	3.989028585e-05
2490	3.988997235e-05
2491	3.988930175e-05
2492	3.988860786e-05
2493	3.988763904e-05
2494	3.98866497e-05
2495	3.98860234e-05
2496	3.988510837e-05
2497	3.988450543e-05
2498	3.988395024e-05
2499	3.988323012e-05
2500	3.988244053e-05
2501	3.988182388e-05
2502	3.988096368e-05
2503	3.987993389e-05
2504	3.987920508e-05
2505	3.987859604e-05
2506	3.987797991e-05
2507	3.987716534e-05
2508	3.987636963e-05
2509	3.987549389e-05
2510	3.987419158e-05
2511	3.987335676e-05
2512	3.987262937e-05
2513	3.98717018e-05
2514	3.987132534e-05
2515	3.987027041e-05
2516	3.986916603e-05
2517	3.986856532e-05
2518	3.986769257e-05
2519	3.986651533e-05
2520	3.986621399e-05
2521	3.98655603e-05
2522	3.986491019e-05
2523	3.986432978e-05
2524	3.986374341e-05
2525	3.986295145e-05
2526	3.98620128e-05
2527	3.986131429e-05
2528	3.986038324e-05
2529	3.985944944e-05
2530	3.985812867e-05
2531	3.985789985e-05
2532	3.985715076e-05
2533	3.985603386e-05
2534	3.985507775e-05
2535	3.985435947e-05
2536	3.985264203e-05
2537	3.98518335e-05
2538	3.985124496e-05
2539	3.985037871e-05
2540	3.984929387e-05
2541	3.984879209e-05
2542	3.984784247e-05
2543	3.984693284e-05
2544	3.984615809e-05
2545	3.984530748e-05
2546	3.984458181e-05
2547	3.984397779e-05
2548	3.984342399e-05
2549	3.984237293e-05
2550	3.984156934e-05
2551	3.98409244e-05
2552	3.984056572e-05
2553	3.983860069e-05
2554	3.983800686e-05
2555	3.983758994e-05
2556	3.983671815e-05
2557	3.98359359e-05
2558	3.983530385e-05
2559	3.98341564e-05
2560	3.983327201e-05
2561	3.983235134e-05
2562	3.983184139e-05
2563	3.983095094e-05
2564	3.983055717e-05
2565	3.982981485e-05
2566	3.982906562e-05
2567	3.982845568e-05
2568	3.982744615e-05
2569	3.98260353e-05
2570	3.982562317e-05
2571	3.982481806e-05
2572	3.982366439e-05
2573	3.982315834e-05
2574	3.982252989e-05
2575	3.982151866e-05
2576	3.982050591e-05
2577	3.981973367e-05
2578	3.981896963e-05
2579	3.981501587e-05
2580	3.981422005e-05
2581	3.981373986e-05
2582	3.980985541e-05
2583	3.980910652e-05
2584	3.98084361e-05
2585	3.980766608e-05
2586	3.980707853e-05
2587	3.980609769e-05
2588	3.980587375e-05
2589	3.98052989e-05
2590	3.980371466e-05
2591	3.980322279e-05
2592	3.980161152e-05
2593	3.980088757e-05
2594	3.980001426e-05
2595	3.979937037e-05
2596	3.979841806e-05
2597	3.979768304e-05
2598	3.979715137e-05
2599	3.979636847e-05
2600	3.979577835e-05
2601	3.979485921e-05
2602	3.97940128e-05
2603	3.979314958e-05
2604	3.979211165e-05
2605	3.979132516e-05
2606	3.979069723e-05
2607	3.97900763e-05
2608	3.978903409e-05
2609	3.978853054e-05
2610	3.978770527e-05
2611	3.978692166e-05
2612	3.978578983e-05
2613	3.978481107e-05
2614	3.978400243e-05
2615	3.978306963e-05
2616	3.978220906e-05
2617	3.978078577e-05
2618	3.978005816e-05
2619	3.977968596e-05
2620	3.977916136e-05
2621	3.97785577e-05
2622	3.977785198e-05
2623	3.977697161e-05
2624	3.977636437e-05
2625	3.977531643e-05
2626	3.977458415e-05
2627	3.977388104e-05
2628	3.97730467e-05
2629	3.977230107e-05
2630	3.977150195e-05
2631	3.977114699e-05
2632	3.977059213e-05
2633	3.976943491e-05
2634	3.976839076e-05
2635	3.976781434e-05
2636	3.976701189e-05
2637	3.976627108e-05
2638	3.976580832e-05
2639	3.976478226e-05
2640	3.976423822e-05
2641	3.976332987e-05
2642	3.97610099e-05
2643	3.976033224e-05
2644	3.975978322e-05
2645	3.975873633e-05
2646	3.975773419e-05
2647	3.975692908e-05
2648	3.975620356e-05
2649	3.975559943e-05
2650	3.975518814e-05
2651	3.975435359e-05
2652	3.975315162e-05
2653	3.975221009e-05
2654	3.97509422e-05
2655	3.975043202e-05
2656	3.974966537e-05
2657	3.97488899e-05
2658	3.974861515e-05
2659	3.974785373e-05
2660	3.974713528e-05
2661	3.974664194e-05
2662	3.974559836e-05
2663	3.974530601e-05
2664	3.97445275e-05
2665	3.974327233e-05
2666	3.974285374e-05
2667	3.97419909e-05
2668	3.974125395e-05
2669	3.974064735e-05
2670	3.973992386e-05
2671	3.973935353e-05
2672	3.973844688e-05
2673	3.973796084e-05
2674	3.973715895e-05
2675	3.973640981e-05
2676	3.973541591e-05
2677	3.973467103e-05
2678	3.973390765e-05
2679	3.973342914e-05
2680	3.973286016e-05
2681	3.973235721e-05
2682	3.973142599e-05
2683	3.973079286e-05
2684	3.973004293e-05
2685	3.972887974e-05
2686	3.972811292e-05
2687	3.972735408e-05
2688	3.972632286e-05
2689	3.972549916e-05
2690	3.972510063e-05
2691	3.972436554e-05
2692	3.972373276e-05
2693	3.972279331e-05
2694	3.972206431e-05
2695	3.972156485e-05
2696	3.972084998e-05
2697	3.972001503e-05
2698	3.971937517e-05
2699	3.971888182e-05
2700	3.971769316e-05
2701	3.971641589e-05
2702	3.971596194e-05
2703	3.971501469e-05
2704	3.971400881e-05
2705	3.97133183e-05
2706	3.971261265e-05
2707	3.971170374e-05
2708	3.971121279e-05
2709	3.971074307e-05
2710	3.970984408e-05
2711	3.970948704e-05
2712	3.970883022e-05
2713	3.97079973e-05
2714	3.970714333e-05
2715	3.970617444e-05
2716	3.970510711e-05
2717	3.970429642e-05
2718	3.970373153e-05
2719	3.970354005e-05
2720	3.970302669e-05
2721	3.970234667e-05
2722	3.970175804e-05
2723	3.970102042e-05
2724	3.970042321e-05
2725	3.969969987e-05
2726	3.969918199e-05
2727	3.969858127e-05
2728	3.969788865e-05
2729	3.969737715e-05
2730	3.969677367e-05
2731	3.969621747e-05
2732	3.96957243e-05
2733	3.96951724e-05
2734	3.969430035e-05
2735	3.969232735e-05
2736	3.969166712e-05
2737	3.969108438e-05
2738	3.969004668e-05
2739	3.968940617e-05
2740	3.968853482e-05
2741	3.968783135e-05
2742	3.968701364e-05
2743	3.968588081e-05
2744	3.968549656e-05
2745	3.968490766e-05
2746	3.968434083e-05
2747	3.968367288e-05
2748	3.968268693e-05
2749	3.968196674e-05
2750	3.968142064e-05
2751	3.968003388e-05
2752	3.967958975e-05
2753	3.967881907e-05
2754	3.967832534e-05
2755	3.96775329e-05
2756	3.967646033e-05
2757	3.967583244e-05
2758	3.967522066e-05
2759	3.967260581e-05
2760	3.967186771e-05
2761	3.967093763e-05
2762	3.967000061e-05
2763	3.966930167e-05
2764	3.966883509e-05
2765	3.966721436e-05
2766	3.966667533e-05
2767	3.966416255e-05
2768	3.966298971e-05
2769	3.96624241e-05
2770	3.966198509e-05
2771	3.966151078e-05
2772	3.96608833e-05
2773	3.966016886e-05
2774	3.965978842e-05
2775	3.965902574e-05
2776	3.96584504e-05
2777	3.965764943e-05
2778	3.965726561e-05
2779	3.965644855e-05
2780	3.96558559e-05
2781	3.965193543e-05
2782	3.964963125e-05
2783	3.964913945e-05
2784	3.964853153e-05
2785	3.964746058e-05
2786	3.964611867e-05
2787	3.964514796e-05
2788	3.964471441e-05
2789	3.964422635e-05
2790	3.964372218e-05
2791	3.964275898e-05
2792	3.964159454e-05
2793	3.964084274e-05
2794	3.96401925e-05
2795	3.963965667e-05
2796	3.963841969e-05
2797	3.963674842e-05
2798	3.963610005e-05
2799	3.963550631e-05
2800	3.963442428e-05
2801	3.96338021e-05
2802	3.963248568e-05
2803	3.963129679e-05
2804	3.963048487e-05
2805	3.962985569e-05
2806	3.962889573e-05
2807	3.962830738e-05
2808	3.962758361e-05
2809	3.962705969e-05
2810	3.962616544e-05
2811	3.962553979e-05
2812	3.962486281e-05
2813	3.962403956e-05
2814	3.962321981e-05
2815	3.962287927e-05
2816	3.962244553e-05
2817	3.962171639e-05
2818	3.962093534e-05
2819	3.961980754e-05
2820	3.96191385e-05
2821	3.96183765e-05
2822	3.961737934e-05
2823	3.961679463e-05
2824	3.961603411e-05
2825	3.961556793e-05
2826	3.961478466e-05
2827	3.96138076e-05
2828	3.961328056e-05
2829	3.961221651e-05
2830	3.961157187e-05
2831	3.961071384e-05
2832	3.961014561e-05
2833	3.960937796e-05
2834	3.960871229e-05
2835	3.960807328e-05
2836	3.960727369e-05
2837	3.960634224e-05
2838	3.960560495e-05
2839	3.960485629e-05
2840	3.960420429e-05
2841	3.960349457e-05
2842	3.960310993e-05
2843	3.960250943e-05
2844	3.960201708e-05
2845	3.960126804e-05
2846	3.960072588e-05
2847	3.960015701e-05
2848	3.959970047e-05
2849	3.959924867e-05
2850	3.959878133e-05
2851	3.95981874e-05
2852	3.959758781e-05
2853	3.959391983e-05
2854	3.959329809e-05
2855	3.959248823e-05
2856	3.959193806e-05
2857	3.959140673e-05
2858	3.959069956e-05
2859	3.958972258e-05
2860	3.958931517e-05
2861	3.958809176e-05
2862	3.958702515e-05
2863	3.958656807e-05
2864	3.958576937e-05
2865	3.958483795e-05
2866	3.958366618e-05
2867	3.958274229e-05
2868	3.958233175e-05
2869	3.958129517e-05
2870	3.958063273e-05
2871	3.958004195e-05
2872	3.957943986e-05
2873	3.957884709e-05
2874	3.957826282e-05
2875	3.957759259e-05
2876	3.957694973e-05
2877	3.957638796e-05
2878	3.957563877e-05
2879	3.957519816e-05
2880	3.957463195e-05
2881	3.957393634e-05
2882	3.95731243e-05
2883	3.957131022e-05
2884	3.957105374e-05
2885	3.957052944e-05
2886	3.956960792e-05
2887	3.956929591e-05
2888	3.956851166e-05
2889	3.956814434e-05
2890	3.956754952e-05
2891	3.956678972e-05
2892	3.956580417e-05
2893	3.956520281e-05
2894	3.956397447e-05
2895	3.956320267e-05
2896	3.956257646e-05
2897	3.956199535e-05
2898	3.956135645e-05
2899	3.956089164e-05
2900	3.955966018e-05
2901	3.955921298e-05
2902	3.955847125e-05
2903	3.955729562e-05
2904	3.955624615e-05
2905	3.955555551e-05
2906	3.955443616e-05
2907	3.955372769e-05
2908	3.955327563e-05
2909	3.955253988e-05
2910	3.955124176e-05
2911	3.955010235e-05
2912	3.954950799e-05
2913	3.954845634e-05
2914	3.954783346e-05
2915	3.954749907e-05
2916	3.954689505e-05
2917	3.954634905e-05
2918	3.954547178e-05
2919	3.954485685e-05
2920	3.95440059e-05
2921	3.954338834e-05
2922	3.954276797e-05
2923	3.954209992e-05
2924	3.954159026e-05
2925	3.954088583e-05
2926	3.95403781e-05
2927	3.953976284e-05
2928	3.953651146e-05
2929	3.953564749e-05
2930	3.953449921e-05
2931	3.953359326e-05
2932	3.953265966e-05
2933	3.953188758e-05
2934	3.953083948e-05
2935	3.953054339e-05
2936	3.952952632e-05
2937	3.952918195e-05
2938	3.952844666e-05
2939	3.952782729e-05
2940	3.952713501e-05
2941	3.952617793e-05
2942	3.952267066e-05
2943	3.952106036e-05
2944	3.952010502e-05
2945	3.951968581e-05
2946	3.951904522e-05
2947	3.951843118e-05
2948	3.951785908e-05
2949	3.95172274e-05
2950	3.951701241e-05
2951	3.951643763e-05
2952	3.95158883e-05
2953	3.951524902e-05
2954	3.951453035e-05
2955	3.951387751e-05
2956	3.951273123e-05
2957	3.951190487e-05
2958	3.951092138e-05
2959	3.951006151e-05
2960	3.950947893e-05
2961	3.950886891e-05
2962	3.950813315e-05
2963	3.950748535e-05
2964	3.950661896e-05
2965	3.950574034e-05
2966	3.950531681e-05
2967	3.950453754e-05
2968	3.950379484e-05
2969	3.950334569e-05
2970	3.950180437e-05
2971	3.95010724e-05
2972	3.950058898e-05
2973	3.949991035e-05
2974	3.949923535e-05
2975	3.949867362e-05
2976	3.949779252e-05
2977	3.949695843e-05
2978	3.949591248e-05
2979	3.94949167e-05
2980	3.949424179e-05
2981	3.949337131e-05
2982	3.949241597e-05
2983	3.949177115e-05
2984	3.949136876e-05
2985	3.94908117e-05
2986	3.948992152e-05
2987	3.948866712e-05
2988	3.948829322e-05
2989	3.948785074e-05
2990	3.948702359e-05
2991	3.948631001e-05
2992	3.948565625e-05
2993	3.948455253e-05
2994	3.948387505e-05
2995	3.948318382e-05
2996	3.948228587e-05
2997	3.948178205e-05
2998	3.948108482e-05
2999	3.94801307e-05
3000	3.947931387e-05
3001	3.947837918e-05
3002	3.947804337e-05
3003	3.947722551e-05
3004	3.947604528e-05
3005	3.947542784e-05
3006	3.947500126e-05
3007	3.947455915e-05
3008	3.94737048e-05
3009	3.947314547e-05
3010	3.947280162e-05
3011	3.946934346e-05
3012	3.94688363e-05
3013	3.946775104e-05
3014	3.946699724e-05
3015	3.946663481e-05
3016	3.946586574e-05
3017	3.946481166e-05
3018	3.946164302e-05
3019	3.946025972e-05
3020	3.945980956e-05
3021	3.945896735e-05
3022	3.9458258e-05
3023	3.945714512e-05
3024	3.945601476e-05
3025	3.945506871e-05
3026	3.945440241e-05
3027	3.945382609e-05
3028	3.945345912e-05
3029	3.945308925e-05
3030	3.94523165e-05
3031	3.945129688e-05
3032	3.945062386e-05
3033	3.944984036e-05
3034	3.944921362e-05
3035	3.944871357e-05
3036	3.944824119e-05
3037	3.944732455e-05
3038	3.944658153e-05
3039	3.944612335e-05
3040	3.944557143e-05
3041	3.944490913e-05
3042	3.944423726e-05
3043	3.944342306e-05
3044	3.944272646e-05
3045	3.94419316e-05
3046	3.944147895e-05
3047	3.944081368e-05
3048	3.944026813e-05
3049	3.94396402e-05
3050	3.943920362e-05
3051	3.943868875e-05
3052	3.943811538e-05
3053	3.94373556e-05
3054	3.943467488e-05
3055	3.94340999e-05
3056	3.943284067e-05
3057	3.943175418e-05
3058	3.943045837e-05
3059	3.942952053e-05
3060	3.942814335e-05
3061	3.9427553e-05
3062	3.942685359e-05
3063	3.94264151e-05
3064	3.942567286e-05
3065	3.942479109e-05
3066	3.942418931e-05
3067	3.942339175e-05
3068	3.942271366e-05
3069	3.942193679e-05
3070	3.942120745e-05
3071	3.942085926e-05
3072	3.94196177e-05
3073	3.94188644e-05
3074	3.941828477e-05
3075	3.941689358e-05
3076	3.941601752e-05
3077	3.941568321e-05
3078	3.941505434e-05
3079	3.941422231e-05
3080	3.941356369e-05
3081	3.941280478e-05
3082	3.941221866e-05
3083	3.941102351e-05
3084	3.941047682e-05
3085	3.941011029e-05
3086	3.940927634e-05
3087	3.940809925e-05
3088	3.940765341e-05
3089	3.9406909e-05
3090	3.940637685e-05
3091	3.940583821e-05
3092	3.940544527e-05
3093	3.940493954e-05
3094	3.940427219e-05
3095	3.94035859e-05
3096	3.940053027e-05
3097	3.939968489e-05
3098	3.939905626e-05
3099	3.939835765e-05
3100	3.939747524e-05
3101	3.939693696e-05
3102	3.939645544e-05
3103	3.939557376e-05
3104	3.939464785e-05
3105	3.939395101e-05
3106	3.939354076e-05
3107	3.939184141e-05
3108	3.939114011e-05
3109	3.939072556e-05
3110	3.939025457e-05
3111	3.938950113e-05
3112	3.938884955e-05
3113	3.938836161e-05
3114	3.938714024e-05
3115	3.938668006e-05
3116	3.938498033e-05
3117	3.938437591e-05
3118	3.938372473e-05
3119	3.938323179e-05
3120	3.938280299e-05
3121	3.938208101e-05
3122	3.938146133e-05
3123	3.938074933e-05
3124	3.938027353e-05
3125	3.937917117e-05
3126	3.937867867e-05
3127	3.937819729e-05
3128	3.937763839e-05
3129	3.937729481e-05
3130	3.937663633e-05
3131	3.937613073e-05
3132	3.93754878e-05
3133	3.937479344e-05
3134	3.937436203e-05
3135	3.937391268e-05
3136	3.937309868e-05
3137	3.93708355e-05
3138	3.93700492e-05
3139	3.936952973e-05
3140	3.936878917e-05
3141	3.936791693e-05
3142	3.936737652e-05
3143	3.936663905e-05
3144	3.936623485e-05
3145	3.936551726e-05
3146	3.936434949e-05
3147	3.936334827e-05
3148	3.936278663e-05
3149	3.936184369e-05
3150	3.935985176e-05
3151	3.935937505e-05
3152	3.935859778e-05
3153	3.93576198e-05
3154	3.935690673e-05
3155	3.935620245e-05
3156	3.93553461e-05
3157	3.93546611e-05
3158	3.935408243e-05
3159	3.935326451e-05
3160	3.935276286e-05
3161	3.935198867e-05
3162	3.935097756e-05
3163	3.934969393e-05
3164	3.934905271e-05
3165	3.934856353e-05
3166	3.93477366e-05
3167	3.93467297e-05
3168	3.934557116e-05
3169	3.934495777e-05
3170	3.934281038e-05
3171	3.93421566e-05
3172	3.934131616e-05
3173	3.934055604e-05
3174	3.93400265e-05
3175	3.933945667e-05
3176	3.933885408e-05
3177	3.933817031e-05
3178	3.933764569e-05
3179	3.933659074e-05
3180	3.93360347e-05
3181	3.933540077e-05
3182	3.933336492e-05
3183	3.933266212e-05
3184	3.93321677e-05
3185	3.933162704e-05
3186	3.933077068e-05
3187	3.932986913e-05
3188	3.932930272e-05
3189	3.932863059e-05
3190	3.932811396e-05
3191	3.932724099e-05
3192	3.932657212e-05
3193	3.932602383e-05
3194	3.932552685e-05
3195	3.932474376e-05
3196	3.932391802e-05
3197	3.932309502e-05
3198	3.932269744e-05
3199	3.932222384e-05
3200	3.932151757e-05
3201	3.93211266e-05
3202	3.932071274e-05
3203	3.931994218e-05
3204	3.931919808e-05
3205	3.931804853e-05
3206	3.931718996e-05
3207	3.93161904e-05
3208	3.931534806e-05
3209	3.93147445e-05
3210	3.931417481e-05
3211	3.931362845e-05
3212	3.931247862e-05
3213	3.931182076e-05
3214	3.931085011e-05
3215	3.931040985e-05
3216	3.93102125e-05
3217	3.930948506e-05
3218	3.930888875e-05
3219	3.930838146e-05
3220	3.930742279e-05
3221	3.930605879e-05
3222	3.930474854e-05
3223	3.930406056e-05
3224	3.930339918e-05
3225	3.930278026e-05
3226	3.930171196e-05
3227	3.930080405e-05
3228	3.930034129e-05
3229	3.929989554e-05
3230	3.929913501e-05
3231	3.929842088e-05
3232	3.92977862e-05
3233	3.929710539e-05
3234	3.929675432e-05
3235	3.929561133e-05
3236	3.92948385e-05
3237	3.929418962e-05
3238	3.929345429e-05
3239	3.929277446e-05
3240	3.929249596e-05
3241	3.929202462e-05
3242	3.929140804e-05
3243	3.92906883e-05
3244	3.929020969e-05
3245	3.928967895e-05
3246	3.92891353e-05
3247	3.928850602e-05
3248	3.928796649e-05
3249	3.928702419e-05
3250	3.928568678e-05
3251	3.928508549e-05
3252	3.928431497e-05
3253	3.928389601e-05
3254	3.928330091e-05
3255	3.928263195e-05
3256	3.928202907e-05
3257	3.928116782e-05
3258	3.928027022e-05
3259	3.927972925e-05
3260	3.927913586e-05
3261	3.927845806e-05
3262	3.927735043e-05
3263	3.927656564e-05
3264	3.927600007e-05
3265	3.927543598e-05
3266	3.927478502e-05
3267	3.927433824e-05
3268	3.927354648e-05
3269	3.927314883e-05
3270	3.927230426e-05
3271	3.927154765e-05
3272	3.927087209e-05
3273	3.92702392e-05
3274	3.926927931e-05
3275	3.926862249e-05
3276	3.926812231e-05
3277	3.926755695e-05
3278	3.926708674e-05
3279	3.926607554e-05
3280	3.926569051e-05
3281	3.926505075e-05
3282	3.926454115e-05
3283	3.926345273e-05
3284	3.926272986e-05
3285	3.926221831e-05
3286	3.926140996e-05
3287	3.926072187e-05
3288	3.925985531e-05
3289	3.925702963e-05
3290	3.925626675e-05
3291	3.925543835e-05
3292	3.925407629e-05
3293	3.925356488e-05
3294	3.925301573e-05
3295	3.925242213e-05
3296	3.925188062e-05
3297	3.92516157e-05
3298	3.925096431e-05
3299	3.925027225e-05
3300	3.924966271e-05
3301	3.924879691e-05
3302	3.924823157e-05
3303	3.924795181e-05
3304	3.924745186e-05
3305	3.924511264e-05
3306	3.924448285e-05
3307	3.924393602e-05
3308	3.924305669e-05
3309	3.924260743e-05
3310	3.92413645e-05
3311	3.92406718e-05
3312	3.923996005e-05
3313	3.923922203e-05
3314	3.92385916e-05
3315	3.923782894e-05
3316	3.923755971e-05
3317	3.923684596e-05
3318	3.923630856e-05
3319	3.923567821e-05
3320	3.92352815e-05
3321	3.923476667e-05
3322	3.923400411e-05
3323	3.923363648e-05
3324	3.923239027e-05
3325	3.923157342e-05
3326	3.923063103e-05
3327	3.922998801e-05
3328	3.922962078e-05
3329	3.922895876e-05
3330	3.922849728e-05
3331	3.922807842e-05
3332	3.922748054e-05
3333	3.922626882e-05
3334	3.922539354e-05
3335	3.922476659e-05
3336	3.922411209e-05
3337	3.922373354e-05
3338	3.922314312e-05
3339	3.922189335e-05
3340	3.922128174e-05
3341	3.922036093e-05
3342	3.921987038e-05
3343	3.921867819e-05
3344	3.921787617e-05
3345	3.921715358e-05
3346	3.921673856e-05
3347	3.921626984e-05
3348	3.921575983e-05
3349	3.92140432e-05
3350	3.921359842e-05
3351	3.921281577e-05
3352	3.921184088e-05
3353	3.921102689e-05
3354	3.921032317e-05
3355	3.920947998e-05
3356	3.920907356e-05
3357	3.920822813e-05
3358	3.920758403e-05
3359	3.920705138e-05
3360	3.920629887e-05
3361	3.920506973e-05
3362	3.920454241e-05
3363	3.920381371e-05
3364	3.920343256e-05
3365	3.920272542e-05
3366	3.920181599e-05
3367	3.920113972e-05
3368	3.91995169e-05
3369	3.919884158e-05
3370	3.919670937e-05
3371	3.919612861e-05
3372	3.919529481e-05
3373	3.919443646e-05
3374	3.919392768e-05
3375	3.919352407e-05
3376	3.919301124e-05
3377	3.91921574e-05
3378	3.919158466e-05
3379	3.919072888e-05
3380	3.918992489e-05
3381	3.918973352e-05
3382	3.918867299e-05
3383	3.918832207e-05
3384	3.918783482e-05
3385	3.918725473e-05
3386	3.918677316e-05
3387	3.918616739e-05
3388	3.918578847e-05
3389	3.91851627e-05
3390	3.918454811e-05
3391	3.918411202e-05
3392	3.918363923e-05
3393	3.918289133e-05
3394	3.918103987e-05
3395	3.918033789e-05
3396	3.917974657e-05
3397	3.917892054e-05
3398	3.917836501e-05
3399	3.91777594e-05
3400	3.917723758e-05
3401	3.917672099e-05
3402	3.91758377e-05
3403	3.917537529e-05
3404	3.917486525e-05
3405	3.91742213e-05
3406	3.917362936e-05
3407	3.917245526e-05
3408	3.917216962e-05
3409	3.917167452e-05
3410	3.917071958e-05
3411	3.917018255e-05
3412	3.916965292e-05
3413	3.916889197e-05
3414	3.91682986e-05
3415	3.91677807e-05
3416	3.916701139e-05
3417	3.916621596e-05
3418	3.916568197e-05
3419	3.916519821e-05
3420	3.916459502e-05
3421	3.916347849e-05
3422	3.91630487e-05
3423	3.916275016e-05
3424	3.916180243e-05
3425	3.916116494e-05
3426	3.91604985e-05
3427	3.915975902e-05
3428	3.915905543e-05
3429	3.915830959e-05
3430	3.915797417e-05
3431	3.915747121e-05
3432	3.915706117e-05
3433	3.915645447e-05
3434	3.915583976e-05
3435	3.915503763e-05
3436	3.915400187e-05
3437	3.915298757e-05
3438	3.915066509e-05
3439	3.914999946e-05
3440	3.914903006e-05
3441	3.914847766e-05
3442	3.914781323e-05
3443	3.914705506e-05
3444	3.914657675e-05
3445	3.914626094e-05
3446	3.914567117e-05
3447	3.914476175e-05
3448	3.914400138e-05
3449	3.914359217e-05
3450	3.914294389e-05
3451	3.914226488e-05
3452	3.914163595e-05
3453	3.914102712e-05
3454	3.914037436e-05
3455	3.913976527e-05
3456	3.913919472e-05
3457	3.913840553e-05
3458	3.913775775e-05
3459	3.913701141e-05
3460	3.913612336e-05
3461	3.913542773e-05
3462	3.913441775e-05
3463	3.913390836e-05
3464	3.913325696e-05
3465	3.913258568e-05
3466	3.913193908e-05
3467	3.913106961e-05
3468	3.913006478e-05
3469	3.912940006e-05
3470	3.912857774e-05
3471	3.912691426e-05
3472	3.912617341e-05
3473	3.91251318e-05
3474	3.912448155e-05
3475	3.91239546e-05
3476	3.912371953e-05
3477	3.912257116e-05
3478	3.912199113e-05
3479	3.912100699e-05
3480	3.912060317e-05
3481	3.911987068e-05
3482	3.911881455e-05
3483	3.911841777e-05
3484	3.911711193e-05
3485	3.911650931e-05
3486	3.911558876e-05
3487	3.911490429e-05
3488	3.911403446e-05
3489	3.911290893e-05
3490	3.911225836e-05
3491	3.911171118e-05
3492	3.91111188e-05
3493	3.911000818e-05
3494	3.910937854e-05
3495	3.910920518e-05
3496	3.910853206e-05
3497	3.910777488e-05
3498	3.910688098e-05
3499	3.910640562e-05
3500	3.91060126e-05
3501	3.910551512e-05
3502	3.910464836e-05
3503	3.910390939e-05
3504	3.91034824e-05
3505	3.91022271e-05
3506	3.910156079e-05
3507	3.910114922e-05
3508	3.910041251e-05
3509	3.909979832e-05
3510	3.909918896e-05
3511	3.909869615e-05
3512	3.909828541e-05
3513	3.909795304e-05
3514	3.909735104e-05
3515	3.909700518e-05
3516	3.909577035e-05
3517	3.90952327e-05
3518	3.90948238e-05
3519	3.909424016e-05
3520	3.909363558e-05
3521	3.909330675e-05
3522	3.909276196e-05
3523	3.909188902e-05
3524	3.90912911e-05
3525	3.909072173e-05
3526	3.908864383e-05
3527	3.908802934e-05
3528	3.908709562e-05
3529	3.908651891e-05
3530	3.908598487e-05
3531	3.908512246e-05
3532	3.908452416e-05
3533	3.908377502e-05
3534	3.908292934e-05
3535	3.908227808e-05
3536	3.9081827e-05
3537	3.908108196e-05
3538	3.908047685e-05
3539	3.907975506e-05
3540	3.907908315e-05
3541	3.907836015e-05
3542	3.907791329e-05
3543	3.907729383e-05
3544	3.907676146e-05
3545	3.907603044e-05
3546	3.907550396e-05
3547	3.907443827e-05
3548	3.907390972e-05
3549	3.907306661e-05
